ID,alphaStable,alphaVolatile,beta,omega,LL,BIC
65.0,0.18464965703277703,0.18468432991814562,0.13396297955295797,0.6086878855899411,-38.924367482322594,98.14943022558049
66.0,0.17185452573669951,0.4075181126040144,0.0596661565692733,0.4735682061737753,-64.69066063333531,149.68201652760592
67.0,0.09790524441630732,0.2750904406188503,0.2055674561776539,0.605219718286508,-27.353774312502498,75.0082438859403
68.0,0.09411331016804557,0.05698938411295461,0.2004195950572847,0.575899969329758,-30.057478090501476,80.41565144193825
69.0,0.6201279172740288,0.7138326608592556,0.03313316095567389,0.5491186847741631,-81.25114754229455,182.8029903455244
70.0,0.1420633338784624,0.1082903468160445,0.1532167894076013,0.5389020768503325,-37.834902262924146,95.97049978678359
71.0,0.13010545600676307,0.02345708183514877,0.09087227513076344,0.5928823840467994,-58.77059048673024,137.84187623439578
72.0,0.08334689951953558,0.06914228738146458,0.06770163243284014,0.47992659220246486,-71.39948744407108,163.09967014907747
73.0,0.1587478993361692,0.5245350786087344,0.08469081795977153,0.4442707391415845,-44.35294546242491,109.00658618578512
74.0,0.12904949754694045,0.41677666562892973,0.09577272074325911,0.4994480169926112,-47.381060867961125,115.06281699685755
